|price|downpmt|monthdue|pmttype|use|age|gender|default|defaultdt|enrolldt
0|1830.234|210.0|6.0|CreditCard|1|0|0|0||2019-01-01
1|1296.666|1296.666|6.0|Cash|0|0|0|0||2019-01-01
2|930.4428|105.0|5.0|Cash|0|0|0|0||2019-01-01
3|1775.1299999999999|99.11999999999999|5.89|Cash|0|19|0|0||2019-01-01
4|587.16|24.36|5.5|CreditCard|1|21|1|0||2019-01-01
5|708.3467999999999|84.0|5.0|CreditCard|6|22|1|0||2019-01-01
6|419.15999999999997|84.0|4.0|CreditCard|0|25|1|0||2019-01-01
7|1286.4851999999998|25.2|5.5|CreditCard|1|26|1|0||2019-01-01
8|839.16|33.6|5.5|Cash|0|27|1|1|2020-06-30|2019-01-01
9|705.0792|705.0792|6.0|Cash|1|29|1|0||2019-01-01
10|1386.924|84.0|5.83|Cash|0|29|0|0||2019-01-01
11|545.16|545.16|9.0|Cash|0|32|1|0||2019-01-01
12|1048.32|147.0|6.0|CreditCard|1|32|1|0||2019-01-01
13|990.36|126.0|11.0|Cheque|0|33|1|0||2019-01-01
14|1031.52|231.0|11.0|Cash|3|39|0|0||2019-01-01
15|1349.04|67.2|5.5|CreditCard|0|40|0|0||2019-01-01
16|822.36|126.0|5.5|DirectDebit|0|44|0|0||2019-01-01
17|1098.5688|126.0|5.86|Cash|1|49|1|1|2020-02-29|2019-01-01
18|763.0476|42.0|5.82|Cash|0|53|0|1|2019-01-31|2019-01-01
19|798.3696|199.5924|9.0|DirectDebit|0|0|1|0||2019-01-02
20|587.16|252.0|7.0|CreditCard|0|3|0|0||2019-01-02
21|1257.48|1257.48|6.0|Cash|0|4|1|0||2019-01-02
22|1116.6204|84.0|5.5|Cash|3|20|1|0||2019-01-02
23|684.558|21.0|5.83|Cash|0|21|0|1|2019-02-28|2019-01-02
24|503.15999999999997|25.2|8.5|Cash|3|21|0|0||2019-01-02
25|1098.5688|168.0|5.5|CreditCard|5|21|0|0||2019-01-02
26|393.96|4.2|0.0|Cash|1|22|0|1|2021-04-30|2019-01-02
27|797.16|0.0|4.0|Cash|0|24|1|1|2019-01-31|2019-01-02
28|401.6796|25.2|24.0|Cheque|0|25|0|0||2019-01-02
29|930.7199999999999|231.0|5.5|DirectDebit|0|26|0|0||2019-01-02
30|780.36|780.36|4.0|Cash|6|26|0|0||2019-01-02
31|1199.52|126.0|15.0|DirectDebit|4|26|0|0||2019-01-02
32|890.2067999999999|31.08|5.5|DirectDebit|1|27|1|0||2019-01-02
33|721.56|15.959999999999999|5.5|Cash|0|27|0|0||2019-01-02
34|413.4984|84.0|18.7|Cash|7|28|1|0||2019-01-02
35|1714.9104|168.0|5.5|Cash|1|28|0|0||2019-01-02
36|302.5428|151.2756|11.0|CreditCard|3|29|0|0||2019-01-02
37|1199.52|1199.52|6.0|Cash|0|29|0|0||2019-01-02
38|822.36|63.0|5.5|Cash|1|29|1|0||2019-01-02
39|457.8|15.959999999999999|0.0|Cash|1|29|0|0||2019-01-02
40|968.8392|484.4196|3.0|DirectDebit|0|30|1|0||2019-01-02
41|968.8392|484.4196|3.0|DirectDebit|0|30|0|0||2019-01-02
42|990.36|4.2|5.5|Cash|0|31|0|1|2019-03-31|2019-01-02
43|671.16|335.58|6.0|DirectDebit|1|31|1|0||2019-01-02
44|457.8|15.959999999999999|2.0|Cheque|0|35|0|0||2019-01-02
45|875.8176000000001|31.08|5.86|Cash|1|36|0|1|2019-03-31|2019-01-02
46|750.4224|210.0|5.5|DirectDebit|0|36|0|0||2019-01-02
47|1072.7807999999998|1072.7807999999998|6.0|Cash|0|36|1|0||2019-01-02
48|1199.52|25.2|5.5|CreditCard|0|37|0|0||2019-01-02
49|419.15999999999997|419.15999999999997|13.0|Cash|0|37|0|0||2019-01-02
50|1098.5688|1098.5688|6.0|Cash|1|39|1|0||2019-01-02
51|393.96|393.96|13.0|Cash|1|42|1|0||2019-01-02
52|1199.52|63.0|10.0|Cash|0|43|1|1|2020-11-30|2019-01-02
53|419.15999999999997|419.15999999999997|13.0|Cash|6|43|0|0||2019-01-02
54|721.56|721.56|9.0|Cash|0|51|0|0||2019-01-02
55|419.5716|33.6|18.0|Cheque|1|52|0|0||2019-01-02
56|930.7199999999999|930.7199999999999|9.0|Cash|0|58|1|0||2019-01-02
57|1206.24|210.0|9.0|Cheque|0|0|0|0||2019-01-03
58|313.6812|210.0|11.0|Cash|5|24|1|0||2019-01-03
59|503.15999999999997|21.84|5.5|CreditCard|1|25|0|0||2019-01-03
60|960.5148|84.0|5.83|DirectDebit|5|26|1|0||2019-01-03
61|360.36|180.18|10.0|CreditCard|1|26|1|0||2019-01-03
62|721.56|27.72|5.5|Cash|1|27|0|1|2019-10-31|2019-01-03
63|990.36|42.0|10.0|Cash|0|27|1|1|2019-11-30|2019-01-03
64|797.16|126.0|11.0|Cash|0|27|1|0||2019-01-03
65|873.7596|126.0|5.5|DirectDebit|0|28|0|0||2019-01-03
66|721.56|126.0|5.5|Cash|6|28|0|0||2019-01-03
67|457.8|15.959999999999999|2.0|Cheque|3|28|1|0||2019-01-03
68|712.3199999999999|712.3199999999999|9.5|Cash|0|29|1|0||2019-01-03
69|781.0908|0.0|15.0|DirectDebit|1|29|1|0||2019-01-03
70|290.4048|23.52|25.0|Cash|0|30|1|0||2019-01-03
71|930.7199999999999|42.0|5.5|Cash|0|30|0|0||2019-01-03
72|385.5852|126.0|36.38|Cash|0|31|1|0||2019-01-03
73|768.4656|29.4|5.86|Cash|1|34|1|1|2019-03-31|2019-01-03
74|134.862|134.862|7.0|Cash|7|34|1|0||2019-01-03
75|442.218|442.218|13.0|Cash|6|37|1|0||2019-01-03
76|1031.52|62.16|5.5|Cash|3|39|1|0||2019-01-03
77|768.4656|210.0|5.5|DirectDebit|4|40|0|0||2019-01-03
78|995.8703999999999|147.0|5.89|DirectDebit|0|53|0|0||2019-01-03
79|871.7016|871.7016|6.0|Cash|0|54|0|0||2019-01-03
80|1206.24|210.0|9.0|Cheque|0|55|1|0||2019-01-03
81|385.5852|33.6|40.66|Cash|0|59|0|0||2019-01-03
82|1048.32|126.0|12.0|Cash|0|0|1|0||2019-01-04
83|822.36|31.08|17.0|Cash|6|21|1|0||2019-01-04
84|419.15999999999997|419.15999999999997|13.0|Cash|0|25|0|0||2019-01-04
85|1298.4804|25.2|5.96|Cash|0|27|0|1|2020-12-31|2019-01-04
86|721.56|360.78|9.0|CreditCard|4|28|0|0||2019-01-04
87|457.8|15.959999999999999|0.0|Cheque|6|29|0|0||2019-01-04
88|1031.52|147.0|5.5|CreditCard|0|29|0|0||2019-01-04
89|781.0908|4.2|5.5|Cheque|0|31|0|0||2019-01-04
90|457.8|15.959999999999999|0.0|Cheque|1|31|1|0||2019-01-04
91|721.56|4.2|5.5|Cash|0|32|0|1|2020-04-30|2019-01-04
92|737.7972|84.0|2.81|CreditCard|3|32|0|0||2019-01-04
93|839.16|839.16|6.0|Cash|0|36|0|0||2019-01-04
94|721.56|84.0|5.5|DirectDebit|1|37|0|0||2019-01-04
95|1199.52|126.0|5.5|Cash|0|39|0|0||2019-01-04
96|544.6727999999999|21.0|5.96|Cash|0|43|1|1|2020-08-31|2019-01-04
97|1199.52|147.0|15.0|Cash|0|51|0|1|2019-08-31|2019-01-04
98|721.56|84.0|5.5|Cash|0|53|1|0||2019-01-04
99|427.1904|427.1904|9.0|Cash|0|56|0|0||2019-01-04
100|462.88199999999995|126.0|31.03|Cheque|0|60|1|0||2019-01-04
101|209.16|209.16|8.0|Cash|0|0|0|0||2019-01-05
102|764.2235999999999|294.0|13.0|DirectDebit|1|0|0|0||2019-01-05
103|266.2296|266.2296|9.0|Cash|0|3|1|0||2019-01-05
104|535.8696|535.8696|13.0|Cash|0|18|0|0||2019-01-05
105|1031.52|25.2|2.75|Cash|0|21|1|0||2019-01-05
106|1644.72|1644.72|6.0|Cash|0|22|0|0||2019-01-05
107|457.8|15.959999999999999|0.0|Cheque|3|24|1|0||2019-01-05
108|721.56|126.0|5.5|CreditCard|6|25|1|0||2019-01-05
109|427.1904|427.1904|8.0|Cash|0|26|0|0||2019-01-05
110|1507.8336|100.8|5.5|Cash|0|26|0|0||2019-01-05
111|721.56|126.0|5.5|CreditCard|0|30|0|0||2019-01-05
112|218.2824|218.2824|12.1|Cash|2|30|0|0||2019-01-05
113|822.36|126.0|5.5|Cash|0|31|0|0||2019-01-05
114|385.5852|42.0|40.66|Cash|0|31|0|0||2019-01-05
115|839.16|33.6|17.0|Cash|0|36|1|0||2019-01-05
116|777.4872|27.72|5.93|Cash|0|40|0|1|2019-01-31|2019-01-05
117|705.8435999999999|0.0|6.0|Cash|0|40|1|0||2019-01-05
118|1644.72|147.0|5.5|CreditCard|0|41|1|0||2019-01-05
119|948.36|948.36|3.0|Cash|0|43|0|0||2019-01-05
120|822.36|411.18|8.5|Cheque|0|43|1|0||2019-01-05
121|859.3199999999999|859.3199999999999|6.0|Cash|0|53|1|0||2019-01-05
122|822.36|210.0|5.5|DirectDebit|0|60|1|0||2019-01-05
123|503.15999999999997|503.15999999999997|12.0|Cash|6|61|0|0||2019-01-05
124|1408.6799999999998|105.0|10.0|Cash|0|0|0|1|2019-06-30|2019-01-06
125|1548.96|1548.96|9.0|Cash|7|0|1|0||2019-01-06
126|1827.0|336.0|5.5|Cheque|0|17|0|0||2019-01-06
127|1199.52|84.0|5.5|CreditCard|1|19|0|0||2019-01-06
128|930.7199999999999|54.6|5.5|Cash|3|19|0|0||2019-01-06
129|930.7199999999999|48.72|8.5|Cash|1|20|0|0||2019-01-06
130|1056.72|54.6|8.0|Cash|1|21|0|1|2019-02-28|2019-01-06
131|822.36|33.6|8.5|Cash|0|22|0|1|2020-08-31|2019-01-06
132|503.15999999999997|84.0|5.5|Cash|0|22|0|0||2019-01-06
133|514.92|21.84|6.5|DirectDebit|0|22|1|0||2019-01-06
134|879.9251999999999|126.0|11.0|Cash|6|22|1|0||2019-01-06
135|503.15999999999997|21.84|5.5|Cash|0|23|0|1|2019-09-30|2019-01-06
136|822.36|0.0|18.0|Cash|0|24|1|1|2021-04-30|2019-01-06
137|130.1664|130.1664|12.1|Cash|8|24|0|0||2019-01-06
138|1048.32|231.0|5.5|CreditCard|1|24|0|0||2019-01-06
139|839.16|126.0|5.5|Cash|0|25|0|0||2019-01-06
140|989.52|147.0|2.75|Cheque|1|25|0|0||2019-01-06
141|1023.9599999999999|210.0|6.5|CreditCard|0|26|1|0||2019-01-06
142|542.1611999999999|42.0|5.5|Cash|6|26|1|0||2019-01-06
143|457.8|15.959999999999999|2.0|Cheque|0|26|0|0||2019-01-06
144|1048.32|42.0|5.5|CreditCard|0|26|1|0||2019-01-06
145|503.15999999999997|503.15999999999997|13.0|Cash|0|26|0|0||2019-01-06
146|721.56|126.0|5.5|CreditCard|1|26|0|0||2019-01-06
147|705.8435999999999|73.92|11.0|Cash|0|27|0|1|2019-07-31|2019-01-06
148|822.36|31.08|5.5|DirectDebit|1|27|1|0||2019-01-06
149|1116.6204|1116.6204|6.0|Cash|1|27|1|0||2019-01-06
150|989.52|252.0|2.75|Cheque|0|28|1|0||2019-01-06
151|543.5304|543.5304|10.0|Cash|0|28|0|0||2019-01-06
152|209.16|209.16|9.0|Cash|6|28|1|0||2019-01-06
153|930.7199999999999|126.0|5.5|Cash|0|29|0|1|2021-02-28|2019-01-06
154|1031.52|25.2|5.5|CreditCard|0|29|0|0||2019-01-06
155|780.36|390.18|3.0|DirectDebit|0|29|1|0||2019-01-06
156|797.16|42.0|4.0|Cash|0|30|0|1|2020-07-31|2019-01-06
157|125.16|125.16|11.0|Cash|6|30|1|0||2019-01-06
158|1116.6204|25.2|5.5|Cheque|0|31|1|0||2019-01-06
159|1031.52|210.0|5.5|DirectDebit|1|31|1|0||2019-01-06
160|797.16|126.0|6.0|CreditCard|0|32|0|0||2019-01-06
161|435.4056|218.4|8.0|Cash|0|33|0|0||2019-01-06
162|410.76|410.76|8.0|Cash|0|34|0|0||2019-01-06
163|839.16|4.2|5.5|Cheque|4|34|1|0||2019-01-06
164|503.15999999999997|21.84|8.0|Cash|1|35|0|0||2019-01-06
165|533.3496|533.3496|13.0|Cash|1|36|0|0||2019-01-06
166|721.56|27.72|5.5|CreditCard|1|37|1|0||2019-01-06
167|772.0692|4.2|5.5|DirectDebit|0|37|0|0||2019-01-06
168|462.88199999999995|235.2|28.89|Cash|6|37|1|0||2019-01-06
169|822.36|126.0|5.5|DirectDebit|0|38|1|0||2019-01-06
170|755.16|168.0|5.5|CreditCard|0|38|0|0||2019-01-06
171|294.8316|294.8316|5.0|Cash|0|40|0|0||2019-01-06
172|1397.0544|126.0|5.5|Cheque|1|41|0|0||2019-01-06
173|823.7964|126.0|6.0|CreditCard|1|43|1|0||2019-01-06
174|662.76|4.2|12.0|Cheque|0|46|1|0||2019-01-06
175|1247.5007999999998|252.0|5.5|CreditCard|5|46|0|0||2019-01-06
176|781.0908|29.4|5.5|Cash|0|51|0|0||2019-01-06
177|721.56|210.0|8.5|DirectDebit|5|52|0|0||2019-01-06
178|817.6811999999999|84.0|5.5|CreditCard|0|52|0|0||2019-01-06
179|360.36|360.36|11.0|Cash|1|56|0|0||2019-01-06
180|679.56|679.56|9.0|Cash|6|65|1|0||2019-01-06
181|0.0|0.0|19.0|Cheque|0|99|0|0||2019-01-06
182|822.36|31.08|5.5|Cash|1|19|0|0||2019-01-07
183|990.36|126.0|10.0|Cash|6|22|1|0||2019-01-07
184|822.36|33.6|5.5|Cash|3|23|0|1|2020-05-31|2019-01-07
185|822.36|126.0|8.5|CreditCard|3|24|1|0||2019-01-07
186|684.558|0.0|5.83|Cheque|3|24|1|0||2019-01-07
187|738.36|12.6|8.0|Cash|1|24|0|0||2019-01-07
188|503.15999999999997|16.8|5.5|DirectDebit|0|24|0|0||2019-01-07
189|1198.0332|42.0|2.85|Cash|1|25|0|0||2019-01-07
190|930.7199999999999|930.7199999999999|9.0|Cash|0|26|1|0||2019-01-07
191|385.5852|126.0|36.38|Cash|4|26|1|0||2019-01-07
192|487.6788|42.0|5.0|CreditCard|6|26|1|0||2019-01-07
193|822.36|0.0|5.5|Cash|0|27|1|1|2019-12-31|2019-01-07
194|721.56|126.0|8.5|DirectDebit|1|27|1|0||2019-01-07
195|457.8|15.959999999999999|0.0|Cheque|0|27|0|0||2019-01-07
196|538.3811999999999|21.0|5.89|Cash|1|28|1|1|2020-06-30|2019-01-07
197|533.3496|4.2|5.5|Cash|3|28|0|0||2019-01-07
198|990.36|294.0|2.75|DirectDebit|0|28|0|0||2019-01-07
199|721.56|27.72|5.5|Cash|5|29|1|0||2019-01-07
200|1029.9744|84.0|11.0|Cash|6|30|1|0||2019-01-07
201|738.36|42.0|8.0|CreditCard|7|30|0|0||2019-01-07
202|577.0716|577.0716|9.0|Cash|0|31|1|0||2019-01-07
203|797.16|4.2|6.0|CreditCard|0|33|0|0||2019-01-07
204|125.16|125.16|9.0|Cash|0|33|1|0||2019-01-07
205|1006.3199999999999|43.68|8.0|Cheque|0|34|1|0||2019-01-07
206|125.16|125.16|10.0|Cash|0|34|1|0||2019-01-07
207|1023.9599999999999|1023.9599999999999|6.0|Cash|3|35|0|0||2019-01-07
208|866.8716|231.0|5.5|DirectDebit|0|35|1|0||2019-01-07
209|1173.48|1173.48|6.0|Cash|0|36|1|0||2019-01-07
210|930.7199999999999|50.4|5.5|Cash|1|37|1|1|2019-03-31|2019-01-07
211|444.6456|444.6456|9.0|Cash|5|39|0|0||2019-01-07
212|1031.52|126.0|5.5|Cheque|1|40|1|0||2019-01-07
213|847.56|4.2|8.0|Cash|1|40|1|0||2019-01-07
214|721.56|721.56|4.5|Cash|3|41|0|0||2019-01-07
215|1397.0544|147.0|5.88|Cash|0|43|0|1|2021-03-31|2019-01-07
216|721.56|27.72|5.5|CreditCard|6|43|0|0||2019-01-07
217|453.74279999999993|33.6|4.0|CreditCard|0|47|1|0||2019-01-07
218|990.36|36.96|5.5|CreditCard|0|48|1|0||2019-01-07
219|693.6216|26.88|5.3|Cash|0|51|0|1|2020-09-30|2019-01-07
220|1116.6204|25.2|5.5|Cash|0|52|0|0||2019-01-07
221|514.92|84.0|6.5|Cheque|0|57|0|0||2019-01-07
222|990.36|38.64|10.0|Cash|0|0|0|1|2019-05-31|2019-01-08
223|221.97|221.97|6.0|Cash|3|0|0|0||2019-01-08
224|452.7516|452.7516|13.0|Cash|3|4|1|0||2019-01-08
225|751.8|751.8|6.0|Cash|0|4|1|0||2019-01-08
226|721.56|4.2|5.5|Cash|0|21|1|1|2019-05-31|2019-01-08
227|503.15999999999997|503.15999999999997|12.0|Cash|1|21|1|0||2019-01-08
228|1507.2876|63.0|5.89|Cash|1|22|1|1|2019-11-30|2019-01-08
229|990.36|41.16|5.5|Cash|1|23|0|1|2020-10-31|2019-01-08
230|1029.9744|126.0|5.72|Cash|0|25|1|1|2019-03-31|2019-01-08
231|721.56|42.0|5.5|Cash|0|26|1|1|2020-04-30|2019-01-08
232|410.76|410.76|8.0|Cash|0|26|1|0||2019-01-08
233|1408.6799999999998|252.0|5.5|CreditCard|2|26|1|0||2019-01-08
234|768.4656|126.0|5.5|Cash|1|28|1|0||2019-01-08
235|381.9816|381.9816|10.0|Cheque|3|30|0|0||2019-01-08
236|587.16|587.16|13.0|Cash|0|32|0|0||2019-01-08
237|587.16|587.16|13.0|Cash|0|34|1|0||2019-01-08
238|1465.0272|252.0|5.5|DirectDebit|0|34|0|0||2019-01-08
239|385.5852|32.76|40.66|Cash|0|35|0|0||2019-01-08
240|1980.72|73.92|10.0|Cash|0|36|0|1|2019-04-30|2019-01-08
241|494.76|4.2|15.0|CreditCard|1|36|1|0||2019-01-08
242|765.7608|84.0|5.5|DirectDebit|0|36|1|0||2019-01-08
243|1089.4716|1089.4716|6.0|Cash|1|36|1|0||2019-01-08
244|1365.84|1365.84|6.0|Cash|0|39|0|0||2019-01-08
245|721.56|27.72|5.5|CreditCard|1|40|1|0||2019-01-08
246|871.7016|42.0|5.5|DirectDebit|3|43|1|0||2019-01-08
247|443.25960000000003|84.0|4.0|Cash|0|44|1|0||2019-01-08
248|1048.32|147.0|5.5|Cash|0|51|0|0||2019-01-08
249|657.7116|126.0|5.5|CreditCard|0|56|1|0||2019-01-08
250|615.4848|615.4848|14.52|Cash|4|71|1|0||2019-01-08
251|662.76|31.08|4.0|Cash|1|21|0|1|2020-02-29|2019-01-09
252|1408.6799999999998|126.0|5.5|Cash|0|21|0|1|2020-07-31|2019-01-09
253|318.36|318.36|10.0|CreditCard|0|21|0|0||2019-01-09
254|532.0896|63.0|5.5|CreditCard|0|21|0|0||2019-01-09
255|503.15999999999997|21.84|5.5|Cheque|0|22|1|0||2019-01-09
256|533.3496|25.2|5.5|Cash|3|22|1|0||2019-01-09
257|721.56|4.2|8.5|CreditCard|0|24|0|0||2019-01-09
258|772.0692|420.0|5.5|CreditCard|0|25|1|0||2019-01-09
259|721.56|33.6|20.0|Cash|3|25|1|0||2019-01-09
260|1213.9764|42.0|20.0|Cash|0|25|1|0||2019-01-09
261|991.2167999999999|21.0|5.86|Cash|5|25|0|0||2019-01-09
262|1157.52|1157.52|6.0|Cash|0|26|1|0||2019-01-09
263|822.36|126.0|5.5|Cheque|0|27|1|0||2019-01-09
264|721.56|0.0|2.75|DirectDebit|6|27|1|0||2019-01-09
265|457.8|15.959999999999999|0.0|Cheque|1|28|1|0||2019-01-09
266|721.56|27.72|5.5|CreditCard|0|30|0|0||2019-01-09
267|503.15999999999997|503.15999999999997|12.0|Cash|0|30|1|0||2019-01-09
268|1980.72|134.4|5.5|Cash|0|31|0|1|2020-12-31|2019-01-09
269|1199.52|126.0|2.75|Cash|0|35|0|0||2019-01-09
270|209.16|209.16|10.0|Cash|3|35|0|0||2019-01-09
271|538.3811999999999|538.3811999999999|13.0|Cash|0|39|1|0||2019-01-09
272|721.56|126.0|8.5|CreditCard|1|39|0|0||2019-01-09
273|1199.52|151.2|5.5|DirectDebit|0|46|0|0||2019-01-09
274|1199.52|599.76|6.0|DirectDebit|1|49|1|0||2019-01-09
275|1507.2876|336.0|5.89|CreditCard|0|51|0|0||2019-01-09
276|125.16|125.16|11.0|Cash|7|55|0|0||2019-01-09
277|703.92|25.2|20.0|Cash|0|0|0|0||2019-01-10
278|1031.52|147.0|11.0|Cash|8|20|1|0||2019-01-10
279|721.56|126.0|5.5|Cheque|0|21|0|0||2019-01-10
280|781.0908|4.2|5.5|Cash|5|22|1|0||2019-01-10
281|822.36|0.0|17.0|Cash|0|23|1|0||2019-01-10
282|578.76|578.76|6.0|Cash|0|24|0|0||2019-01-10
283|890.2067999999999|84.0|5.96|Cash|0|26|1|1|2020-09-30|2019-01-10
284|1029.9744|42.0|5.72|Cash|3|26|0|1|2019-12-31|2019-01-10
285|858.48|25.2|15.0|Cash|6|27|1|0||2019-01-10
286|822.36|210.0|6.0|CreditCard|0|28|0|0||2019-01-10
287|721.56|4.2|5.5|Cash|1|28|0|0||2019-01-10
288|990.36|35.28|5.5|CreditCard|1|28|0|0||2019-01-10
289|822.36|84.0|5.5|CreditCard|0|29|0|0||2019-01-10
290|654.36|654.36|6.5|Cash|1|30|1|0||2019-01-10
291|462.88199999999995|462.88199999999995|26.75|Cash|1|31|0|0||2019-01-10
292|125.16|125.16|10.0|Cash|6|32|1|0||2019-01-10
293|130.1664|130.1664|5.0|Cash|0|33|0|0||2019-01-10
294|781.0908|16.8|5.96|Cash|0|36|1|1|2019-01-31|2019-01-10
295|1029.9744|84.0|5.72|Cash|1|36|1|1|2019-05-31|2019-01-10
296|503.15999999999997|126.0|5.5|CreditCard|0|36|1|0||2019-01-10
297|503.15999999999997|503.15999999999997|13.2|Cash|0|36|0|0||2019-01-10
298|1608.5747999999999|46.199999999999996|5.83|Cash|0|39|0|0||2019-01-10
299|990.36|495.18|6.0|DirectDebit|8|40|1|0||2019-01-10
300|457.8|15.959999999999999|0.0|DirectDebit|6|43|0|0||2019-01-10
301|503.15999999999997|503.15999999999997|12.0|Cash|0|45|0|0||2019-01-10
302|1072.0668|168.0|5.5|Cash|0|47|0|0||2019-01-10
303|503.15999999999997|63.0|5.5|DirectDebit|1|47|0|0||2019-01-10
304|721.56|27.72|8.5|Cash|0|49|0|1|2020-07-31|2019-01-10
305|503.15999999999997|503.15999999999997|13.0|Cash|0|66|0|0||2019-01-10
306|721.56|29.4|5.5|Cash|1|19|1|1|2019-01-31|2019-01-11
307|839.16|42.0|12.0|Cash|1|22|1|0||2019-01-11
308|890.2067999999999|36.96|5.5|Cheque|1|24|0|0||2019-01-11
309|533.3496|533.3496|13.0|Cash|1|24|1|0||2019-01-11
310|930.7199999999999|930.7199999999999|9.0|Cash|7|25|1|0||2019-01-11
311|721.56|27.72|5.5|DirectDebit|3|27|1|0||2019-01-11
312|1827.0|210.0|10.0|Cash|0|28|0|0||2019-01-11
313|780.36|780.36|3.0|Cash|5|32|1|0||2019-01-11
314|839.16|32.76|5.5|Cash|0|32|1|0||2019-01-11
315|1031.52|168.0|5.5|CreditCard|2|33|0|0||2019-01-11
316|503.15999999999997|503.15999999999997|13.0|Cash|3|38|0|0||2019-01-11
317|822.36|126.0|5.5|CreditCard|0|39|0|0||2019-01-11
318|822.36|822.36|7.0|Cash|1|40|0|0||2019-01-11
319|125.16|125.16|10.0|Cash|0|41|1|0||2019-01-11
320|1031.52|515.76|8.5|Cash|6|41|0|0||2019-01-11
321|858.48|147.0|5.5|Cheque|0|43|0|0||2019-01-11
322|858.48|858.48|10.0|Cash|0|43|0|0||2019-01-11
323|1048.32|147.0|5.5|Cash|0|45|1|0||2019-01-11
324|750.4224|126.0|5.5|DirectDebit|0|47|0|0||2019-01-11
325|503.15999999999997|503.15999999999997|13.0|Cash|4|59|0|0||2019-01-11
326|1139.8799999999999|42.0|15.0|Cash|0|19|0|0||2019-01-12
327|1072.0668|36.96|5.96|Cash|0|21|1|1|2020-07-31|2019-01-12
328|875.8176000000001|4.2|5.86|Cash|1|22|0|1|2020-05-31|2019-01-12
329|389.2308|194.6196|10.0|Cash|0|23|0|1|2020-10-31|2019-01-12
330|879.9251999999999|0.0|5.5|DirectDebit|6|25|1|0||2019-01-12
331|721.56|126.0|5.5|DirectDebit|0|26|1|0||2019-01-12
332|930.7199999999999|930.7199999999999|9.0|Cash|1|27|0|0||2019-01-12
333|503.15999999999997|4.2|5.5|CreditCard|3|29|1|0||2019-01-12
334|839.16|4.2|5.5|Cash|0|30|1|1|2020-06-30|2019-01-12
335|390.08759999999995|390.08759999999995|10.0|Cash|0|34|1|0||2019-01-12
336|580.8096|84.0|28.0|Cash|0|38|1|0||2019-01-12
337|178.8612|21.0|35.31|Cash|4|38|0|0||2019-01-12
338|822.36|31.08|5.5|Cash|0|41|0|1|2020-10-31|2019-01-12
339|503.15999999999997|21.84|5.5|CreditCard|6|55|0|0||2019-01-12
340|503.15999999999997|503.15999999999997|13.0|Cash|0|57|1|0||2019-01-12
341|268.7412|268.7412|11.0|Cash|1|3|0|0||2019-01-13
342|1199.52|25.2|6.0|DirectDebit|0|4|0|0||2019-01-13
343|839.16|32.76|5.5|Cash|0|19|0|1|2019-02-28|2019-01-13
344|532.0896|126.0|5.5|DirectDebit|6|19|1|0||2019-01-13
345|1048.32|126.0|5.5|CreditCard|3|21|1|0||2019-01-13
346|986.5631999999999|50.4|5.83|Cash|0|22|1|1|2020-07-31|2019-01-13
347|822.36|33.6|5.5|Cheque|3|22|1|0||2019-01-13
348|822.36|31.08|8.5|CreditCard|1|22|0|0||2019-01-13
349|542.1611999999999|21.0|5.93|Cash|0|23|1|1|2020-02-29|2019-01-13
350|721.56|27.72|5.5|Cash|5|23|1|0||2019-01-13
351|886.0992000000001|126.0|5.5|CreditCard|1|24|0|0||2019-01-13
352|503.15999999999997|42.0|5.5|CreditCard|0|26|0|0||2019-01-13
353|721.56|126.0|8.5|CreditCard|3|26|1|0||2019-01-13
354|313.6812|313.6812|12.1|Cash|6|27|1|0||2019-01-13
355|1321.3283999999999|84.0|5.86|Cash|0|28|1|1|2019-05-31|2019-01-13
356|930.7199999999999|147.0|14.0|Cash|6|28|1|0||2019-01-13
357|413.4984|16.8|19.0|Cash|0|28|1|0||2019-01-13
358|780.36|780.36|3.0|Cash|3|29|0|0||2019-01-13
359|990.36|36.96|5.5|Cash|0|30|0|1|2020-07-31|2019-01-13
360|1023.9599999999999|126.0|11.0|Cheque|1|30|0|0||2019-01-13
361|990.36|84.0|5.5|CreditCard|2|30|0|0||2019-01-13
362|871.7016|210.0|5.5|CreditCard|0|30|0|0||2019-01-13
363|705.8435999999999|36.96|6.0|Cheque|0|32|1|0||2019-01-13
364|1059.6852|126.0|5.5|Cheque|3|33|0|0||2019-01-13
365|503.15999999999997|503.15999999999997|13.0|Cash|1|33|0|0||2019-01-13
366|435.4056|435.4056|9.0|Cash|6|33|1|0||2019-01-13
367|444.30960000000005|444.30960000000005|13.0|Cash|0|34|1|0||2019-01-13
368|991.2167999999999|991.2167999999999|9.0|Cash|0|36|0|0||2019-01-13
369|544.6727999999999|21.0|5.5|DirectDebit|6|36|1|0||2019-01-13
370|1240.68|42.0|5.5|DirectDebit|0|37|0|0||2019-01-13
371|1031.52|1031.52|6.0|Cash|1|38|0|0||2019-01-13
372|822.36|126.0|5.5|DirectDebit|0|38|1|0||2019-01-13
373|822.36|126.0|8.5|CreditCard|4|40|0|0||2019-01-13
374|990.36|36.96|10.0|Cash|6|40|1|0||2019-01-13
375|1048.32|63.0|6.0|CreditCard|0|45|0|0||2019-01-13
376|1706.8212|1706.8212|7.0|Cash|3|46|0|0||2019-01-13
377|839.16|839.16|6.0|Cash|0|60|0|0||2019-01-13
378|930.7199999999999|930.7199999999999|9.0|Cash|0|73|1|0||2019-01-13
